SERIAL,SERIAL2,NEW/REN/MOD/DUP/STORAGE,LIC_PER_NO,CALLSIGN,FORMNO,OWNER,DATEPAID,DATEISS,EFFDATE,EXPDATE,OR#,STNLOC,MAKE,TYPE,CLASS,REMARKS,REMARKS2,REMARKS3,REMARKS4,CMMNPOINT,STPUROKBGY,TOWNCITY,PROVINCE,TOOPERATE,E-LONG,N-LAT,TXFREQ,RXFREQ,TXFREQ2,RXFREQ2,TXFREQ3,RXFREQ3,TXFREQ4,RXFREQ4,TXFREQ5,RXFREQ5,TXFREQ6,RXFREQ6,TXFREQ7,RXFREQ7,TXFREQ8,RXFREQ8,SIMPLEX1,SIMPLEX2,SIMPLEX3,SIMPLEX4,SIMPLEX5,SIMPLEX6,SIMPLEX7,SIMPLEX8,SIMPLEX9,SIMPLEX10,SIMPLEX11,SIMPLEX12,SIMPLEX13,SIMPLEX14,SIMPLEX15,NATURE,HOURS,BW/EMISSION,Dir,ANTHGT,ANTTYPE,ANTDB,AUTHPOWER,FREQRANGE,AMOUNT,LICFEE,INSPFEE,MODFEE,SUF,CP,FF,PPUR,PPOSSES,SURCHARGE,REGFEE,DUP,DOC STAMP TAX,BARNAME,INSPDATE
36001056,THPAL,NEW,P-MM-04348-25,4DDQ-7234a,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001069,E&I / MECH,NEW,P-MM-04300-25,4DDQ-7222a,NRSL-MM-0906-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,351.2875,351.3125,356.3125,351.275,356.275,351.275,356.275,351.300,356.300,351.325,356.325,356.775,356.825,357.8875,358.25,358.45,356.7125,356.9125,358.5000,359.4375,359.5125,359.8875,357.8250,355.6500,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,7440,240,0,184,0,0,0,0,0,0,0,30,/KIM,
36001045,THPAL,NEW,P-MM-04345-25,4DDQ-7233b,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001037,JGC,NEW,P-MM-04308-25,4DDQ-7224a,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
25PH0302332,,NEW,P-MM-0447-25,4DDQ-7258c,NRSL-MM-0921-25,"AGATA MINING VENTURES, INC.",08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478384,PORTABLE,CIGNUS,UV-86,P,-Frequency must be locked to 438.3125 MHz. and frequency sharing basis.,-Subject for inspection at any reasonable date and time.,,,Within the network of the licensee.,"Mine Site,","Santiago,",Agusan del Norte,a private Portable radio.,,,438.3125,438.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,11K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,400 - 520 MHz,7430,240,240,0,8,0,0,0,0,0,0,0,30,/KIM,
25PH0304086,,NEW,P-MM-0448-25,4DDQ-7258d,NRSL-MM-0921-25,"AGATA MINING VENTURES, INC.",08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478384,PORTABLE,CIGNUS,UV-86,P,-Frequency must be locked to 438.3125 MHz. and frequency sharing basis.,-Subject for inspection at any reasonable date and time.,,,Within the network of the licensee.,"Mine Site,","Santiago,",Agusan del Norte,a private Portable radio.,,,438.3125,438.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,11K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,400 - 520 MHz,7430,240,240,0,8,0,0,0,0,0,0,0,30,/KIM,
36001041,THPAL,NEW,P-MM-04358-25,4DDQ-7236c,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001042,THPAL,NEW,P-MM-04344-25,4DDQ-7233a,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001055,THPAL,NEW,P-MM-04347-25,4DDQ-7233d,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001044,THPAL,NEW,P-MM-04342-25,4DDQ-7232c,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001054,THPAL,NEW,P-MM-04346-25,4DDQ-7233c,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001046,THPAL,NEW,P-MM-04340-25,4DDQ-7232a,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001047,THPAL,NEW,P-MM-04339-25,4DDQ-7231d,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001048,THPAL,NEW,P-MM-04338-25,4DDQ-7231c,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001050,THPAL,NEW,P-MM-04336-25,4DDQ-7231a,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001052,THPAL,NEW,P-MM-04334-25,4DDQ-7230c,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001051,THPAL,NEW,P-MM-04335-25,4DDQ-7230d,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001043,THPAL,NEW,P-MM-04333-25,4DDQ-7230b,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001038,JGC,NEW,P-MM-04309-25,4DDQ-7224b,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
36001049,THPAL,NEW,P-MM-04337-25,4DDQ-7231b,NRSL-MM-0905-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,356.2875,351.3125,356.3125,351.250,356.250,351.275,356.275,351.300,356.300,351.325,356.325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,355.6500,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,4080,240,0,72,0,0,0,0,0,0,0,30,/KIM,
36001070,E&I / MECH,NEW,P-MM-04301-25,4DDQ-7222b,NRSL-MM-0906-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478379,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,351.2875,351.2875,351.3125,356.3125,351.275,356.275,351.275,356.275,351.300,356.300,351.325,356.325,356.775,356.825,357.8875,358.25,358.45,356.7125,356.9125,358.5000,359.4375,359.5125,359.8875,357.8250,355.6500,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,185094,7440,240,0,184,0,0,0,0,0,0,0,30,/KIM,
36001013,NPMSI,NEW,P-MM-04329-25,4DDQ-7229b,NRSL-MM-0909-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,356.9125,358.5000,359.4375,359.5125,359.8875,357.8250,N/A,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,2400,240,0,64,0,0,0,0,0,0,0,30,/KIM,
36001014,NPMSI,NEW,P-MM-04330-25,4DDQ-7229c,NRSL-MM-0909-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,356.9125,358.5000,359.4375,359.5125,359.8875,357.8250,N/A,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,2400,240,0,64,0,0,0,0,0,0,0,30,/KIM,
36001012,NPMSI,NEW,P-MM-04328-25,4DDQ-7229a,NRSL-MM-0909-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,356.9125,358.5000,359.4375,359.5125,359.8875,357.8250,N/A,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,2400,240,0,64,0,0,0,0,0,0,0,30,/KIM,
36001011,NPMSI,NEW,P-MM-04327-25,4DDQ-7228d,NRSL-MM-0909-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,356.9125,358.5000,359.4375,359.5125,359.8875,357.8250,N/A,N/A,N/A,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,2400,240,0,64,0,0,0,0,0,0,0,30,/KIM,
36001040,JGC,NEW,P-MM-04311-25,4DDQ-7224d,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
36001039,JGC,NEW,P-MM-04310-25,4DDQ-7224c,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
36001036,JGC,NEW,P-MM-04303-25,4DDQ-7222d,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
36001034,JGC,NEW,P-MM-04312-25,4DDQ-7225a,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
36001033,JGC,NEW,P-MM-04306-25,4DDQ-7223c,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
36001032,JGC,NEW,P-MM-04305-25,4DDQ-7223b,NRSL-MM-0908-25,TAGANITO HPAL NICKEL CORPORATION,08/07/2025,08/07/2025,08/07/2025,08/06/2026,1478380,PORTABLE,ICOM,IC-F62D,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within the network,"Taganito Special Economic Zone, Taganito,","Claver,",Surigao del Norte,a private Portable radio.,,,351.2375,356.2375,351.2625,356.2625,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,356.7425,358.1500,CV,H-24,16K0F3E,-ND,,-Rubber Duckie,-Unity,0.005,350 - 400 MHz.,71290,1440,240,0,32,0,0,0,0,0,0,0,30,/KIM,
